question,generated_answer,ground_truth_answer,num_retrieved,recall@1,precision@1,recall@3,precision@3,recall@5,precision@5,recall@10,precision@10,mrr,rouge_l,exact_match,semantic_similarity,citation_precision,citation_recall,citation_f1,has_refusal,question_type,doc_name,answerable
Is CVS Health a capital-intensive business based on FY2022 data?,,"Yes, CVS Health requires an extensive asset base to operate, which is evident from its ROA of only 1.82% in 2022 and 3.39% in 2021, though it should be noted that a significant portion of this asset base is goodwill, and CVS's fixed assets/total assets ratio is on the lower side of 5.6%.",10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.004127540159970522,0.0,0.0,0.0,False,domain-relevant,CVSHEALTH_2022_10K,True
"Has CVS Health reported any materially important ongoing legal battles from 2022, 2021 and 2020?",,"Yes, CVS Health has been involved in multiple ongoing legal battles. Some notable legal dispute areas for CVS are: (1) usual and customary pricing litigation: where it's claimed that CVSâs retail pharmacies overcharged for prescription drugs; (2) PBM litigation and investigations: where it's claimed that that rebate agreements between the drug manufacturers and PBMs caused inflated prices for certain drug products; and (3) controlled substances litigation: legal matters around opioids for which CVS has agreed to pay up to $4.3 billion to claimants in remediation and $625 million to attorneys and fees",10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0748526006937027,0.0,0.0,0.0,False,domain-relevant,CVSHEALTH_2022_10K,True
Has CVS Health paid dividends to common shareholders in Q2 of FY2022?,,"Yes, CVS paid a $ 0.55 dividend per share every quarter in FY2022",10,0.0,0.0,1.0,0.6666666666666666,1.0,0.6,1.0,0.5,0.5,0,0.0,0.057749874889850616,0.0,0.0,0.0,False,domain-relevant,CVSHEALTH_2022_10K,True
Does Foot Locker's new CEO have previous CEO experience in a similar company to Footlocker?,,Yes. She was previous CEO of Ulta Beauty which means she had to manage a large retail company that has brick and mortar + online business. So yes she was a CEO in a similar company to Foot Locker before this.,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.046553708612918854,0.0,0.0,0.0,False,novel-generated,FOOTLOCKER_2022_8K_dated_2022-08-19,False
Were there any board member nominees who had substantially more votes against joining than the other nominees?,,"Yes, his name is Richard A. Johnson",10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08905373513698578,0.0,0.0,0.0,False,novel-generated,FOOTLOCKER_2022_8K_dated-2022-05-20,False
What is the FY2019 cash conversion cycle (CCC) for General Mills? CCC is defined as: DIO + DSO - DPO. DIO is defined as: 365 * (average inventory between FY2018 and FY2019) / (FY2019 COGS). DSO is defined as: 365 * (average accounts receivable between FY2018 and FY2019) / (FY2019 Revenue). DPO is defined as: 365 * (average accounts payable between FY2018 and FY2019) / (FY2019 COGS + change in inventory between FY2018 and FY2019). Round your answer to two decimal places. Address the question by using the line items and information shown within the income statement and the balance sheet.,,-3.7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.21878066658973694,0.0,0.0,0.0,False,metrics-generated,GENERALMILLS_2019_10K,True
"By drawing conclusions from the information stated only in the statement of financial position, what is General Mills's FY2020 working capital ratio? Define working capital ratio as total current assets divided by total current liabilities. Round your answer to two decimal places.",,0.68,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.15669403970241547,0.0,0.0,0.0,False,metrics-generated,GENERALMILLS_2020_10K,True
"According to the information provided in the statement of cash flows, what is the FY2020 free cash flow (FCF) for General Mills? FCF here is defined as: (cash from operations - capex). Answer in USD millions.",,$3215.00,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.13067908585071564,0.0,0.0,0.0,False,metrics-generated,GENERALMILLS_2020_10K,True
We want to calculate a financial metric. Please help us compute it by basing your answers off of the cash flow statement and the income statement. Here's the question: what is the FY2022 retention ratio (using total cash dividends paid and net income attributable to shareholders) for General Mills? Round answer to two decimal places.,,0.54,10,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0625,0,0.0,0.1178237795829773,0.0,0.0,0.0,False,metrics-generated,GENERALMILLS_2022_10K,True
Are JnJ's FY2022 financials that of a high growth company?,,"No, JnJ's FY2022 financials are not of a high growth company as sales grew by 1.3% in FY2022.",10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.06591794639825821,0.0,0.0,0.0,False,domain-relevant,JOHNSON_JOHNSON_2022_10K,False
"What drove gross margin change as of FY2022 for JnJ? If gross margin is not a useful metric for a company like this, then please state that and explain why.",,"For FY22, JnJ had changes in gross margin due to: One-time COVID-19 vaccine manufacturing exit related costs, Currency impacts in the Pharmaceutical segment, Commodity inflation in the MedTech and Consumer Health segments, partially offset by Supply chain benefits in the Consumer Health segment.",10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0993828997015953,0.0,0.0,0.0,False,domain-relevant,JOHNSON_JOHNSON_2022_10K,False
Roughly how many times has JnJ sold its inventory in FY2022? Calculate inventory turnover ratio for FY2022; if conventional inventory management is not meaningful for the company then state that and explain why.,,JnJ sold its inventory 2.7 times in FY2022.,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.13938002288341522,0.0,0.0,0.0,False,domain-relevant,JOHNSON_JOHNSON_2022_10K,False
Is growth in JnJ's adjusted EPS expected to accelerate in FY2023?,,"No, rate of growth in adjusted EPS is expected to decelerate slightly from 3.6% in FY2022 to 3.5% in FY2023.",10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.03779173269867897,0.0,0.0,0.0,False,novel-generated,JOHNSON_JOHNSON_2022Q4_EARNINGS,False
How did JnJ's US sales growth compare to international sales growth in FY2022?,,US sales increased 3.0% vs international sales decline of 0.6%.,10,0.0,0.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.2,0.3333333333333333,0,0.0,-0.013648293912410736,0.0,0.0,0.0,False,novel-generated,JOHNSON_JOHNSON_2022Q4_EARNINGS,False
"Which business segment of JnJ will be treated as a discontinued operation from August 30, 2023 onward?",,"The Consumer Health business segment will be treated as a discontinued operation from August 30, 2023 onward.",10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.07159096002578735,0.0,0.0,0.0,False,novel-generated,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,False
"What is the amount of the gain accruing to JnJ as a result of the separation of its Consumer Health business segment, as of August 30, 2023?",,JnJ will make a gain of approximately $20 billion from the separation of its Consumer Health business segment.,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.10757775604724884,0.0,0.0,0.0,False,novel-generated,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,False
"What is the amount of the cash proceeds that JnJ realised from the separation of Kenvue (formerly Consumer Health business segment), as of August 30, 2023?",,JnJ realised $13.2 billion in cash proceeds from the separation of Kenvue.,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1324009746313095,0.0,0.0,0.0,False,novel-generated,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,False
Did JnJ's net earnings as a percent of sales increase in Q2 of FY2023 compared to Q2 of FY2022?,,"Yes, net earnings as a percent of sales increased from 20% in Q2 of FY2022 to 20.1% in Q2 of FY2023.",10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.07847483456134796,0.0,0.0,0.0,False,novel-generated,JOHNSON_JOHNSON_2023Q2_EARNINGS,False
Which of JPM's business segments had the lowest net revenue in 2021 Q1?,,Corporate. Its net revenue was -$473 million.,10,0.0,0.0,1.0,0.6666666666666666,1.0,0.4,1.0,0.5,0.5,0,0.0,0.09767584502696991,0.0,0.0,0.0,False,novel-generated,JPMORGAN_2021Q1_10Q,True
"If JPM went bankrupted by the end by 2021 Q1 and liquidated all of its assets to pay its shareholders, how much could each shareholder get?",,They could receive $66.56 per share.,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.03743394836783409,0.0,0.0,0.0,False,novel-generated,JPMORGAN_2021Q1_10Q,True
"Are JPM's gross margins historically consistent (not fluctuating more than roughly 2% each year)? If gross margins are not a relevant metric for a company like this, then please state that and explain why.",,"Since JPM is a financial institution, gross margin is not a relevant metric.",10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.03110695257782936,0.0,0.0,0.0,False,domain-relevant,JPMORGAN_2022_10K,True
"In 2022 Q2, which of JPM's business segments had the highest net income?",,Corporate & Investment Bank. Its net income was $3725 million.,10,0.0,0.0,0.0,0.0,1.0,0.4,1.0,0.4,0.25,0,0.0,0.005975864827632904,0.0,0.0,0.0,False,novel-generated,JPMORGAN_2022Q2_10Q,True
"Looking at VaR, did the risk that JPM faced in the second fiscal quarter of 2023 decrease compared to the same period in the prior year?",,Yes. It decreased.,10,1.0,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.2,1.0,0,0.0,0.0810224637389183,0.0,0.0,0.0,False,novel-generated,JPMORGAN_2023Q2_10Q,True
What is Kraft Heinz's FY2019 inventory turnover ratio? Inventory turnover ratio is defined as: (FY2019 COGS) / (average inventory between FY2018 and FY2019). Round your answer to two decimal places. Please base your judgments on the information provided primarily in the balance sheet and the P&L statement.,,6.25,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.12058623880147934,0.0,0.0,0.0,False,metrics-generated,KRAFTHEINZ_2019_10K,True
"We need to calculate a reasonable approximation (or exact number if possible) of a financial metric. Basing your judgment by information plainly provided in the balance sheet and the P&L statement, what is Lockheed Martin's FY2020 asset turnover ratio? Asset turnover ratio is defined as: FY2020 revenue / (average total assets between FY2019 and FY2020). Round your answer to two decimal places.",,1.33,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.11941875517368317,0.0,0.0,0.0,False,metrics-generated,LOCKHEEDMARTIN_2020_10K,False
What is Lockheed Martin's FY2021 net working capital? Define net working capital as total current assets less total current liabilities. Answer in USD millions. Respond to the question by assuming the perspective of an investment analyst who can only use the details shown within the balance sheet.,,$5818.00,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1441718190908432,0.0,0.0,0.0,False,metrics-generated,LOCKHEEDMARTIN_2021_10K,False
What is Lockheed Martin's 2 year total revenue CAGR from FY2020 to FY2022 (in units of percents and round to one decimal place)? Provide a response to the question by primarily using the statement of income.,,0.4%,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1445189267396927,0.0,0.0,0.0,False,metrics-generated,LOCKHEEDMARTIN_2022_10K,False
"Basing your judgments off of the balance sheet, what is the year end FY2018 amount of accounts payable for MGM Resorts? Answer in USD millions.",,$303.00,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.13937778770923615,0.0,0.0,0.0,False,metrics-generated,MGMRESORTS_2018_10K,True
What is the FY2018 - FY2020 3 year average of capex as a % of revenue for MGM Resorts? Answer in units of percents and round to one decimal place. Please utilize information provided primarily within the statement of cash flows and the statement of income.,,7.9%,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.15080086886882782,0.0,0.0,0.0,False,metrics-generated,MGMRESORTS_2020_10K,True
Has MGM Resorts paid dividends to common shareholders in FY2022?,,Yes. MGM maintained 0.01$ per share annual dividend through out FY 2022.,10,0.0,0.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,0.3333333333333333,0,0.0,-0.013893261551856995,0.0,0.0,0.0,False,domain-relevant,MGMRESORTS_2022_10K,True
Which region had the Highest EBITDAR Contribution for MGM during FY2022?,,Las Vegas resorts contributed ~90% of company level EBITDAR during FY2022.,10,1.0,1.0,1.0,0.6666666666666666,1.0,0.6,1.0,0.5,1.0,0,0.0,0.03530928120017052,0.0,0.0,0.0,False,novel-generated,MGMRESORTS_2022Q4_EARNINGS,True
What was MGM's interest coverage ratio using FY2022 Adjusted EBIT as the numerator and annual Interest Expense as the denominator?,,"As adjusted EBIT is negative, coverage ratio is zero",10,0.0,0.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.4,0.3333333333333333,0,0.0,0.02894839085638523,0.0,0.0,0.0,False,novel-generated,MGMRESORTS_2022Q4_EARNINGS,True
Which region had the worst topline performance for MGM during FY2022?,,MGM China experienced the worst topline performance amongst the other regions presented. Its revenue declined 44% in FY2022 whereas the other regions presented increased their revenues.,10,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,1.0,0.7,1.0,0,0.0,0.04929621145129204,0.0,0.0,0.0,False,novel-generated,MGMRESORTS_2022Q4_EARNINGS,True
Which type of debt received the largest investment among the short term investments for MGM in H1 FY2023?,,the biggest short term investment is in corporate bonds (almost 82% of the total investment),10,0.0,0.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,0.5,0,0.0,0.042610056698322296,0.0,0.0,0.0,False,novel-generated,MGMRESORTS_2023Q2_10Q,True
What is the FY2016 COGS for Microsoft? Please state answer in USD millions. Provide a response to the question by primarily using the statement of income.,,$32780.00,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.16063158214092255,0.0,0.0,0.0,False,metrics-generated,MICROSOFT_2016_10K,False
Has Microsoft increased its debt on balance sheet between FY2023 and the FY2022 period?,,No. Microsoft decreased its debt by $2.5bn in FY 2023 vs FY 2022.,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.048982568085193634,0.0,0.0,0.0,False,domain-relevant,MICROSOFT_2023_10K,False
We want to calculate a financial metric. Please help us compute it by basing your answers off of the statement of income and the statement of cash flows. Here's the question: what is the FY2015 unadjusted EBITDA % margin for Netflix? Calculate unadjusted EBITDA using unadjusted operating income and D&A (from cash flow statement).,,5.4%,10,0.5,1.0,0.5,0.6666666666666666,0.5,0.6,1.0,0.8,0.5833333333333334,0,0.0,0.12660232186317444,0.0,0.0,0.0,False,metrics-generated,NETFLIX_2015_10K,True
What is Netflix's year end FY2017 total current liabilities (in USD millions)? Base your judgments on the information provided primarily in the balance sheet.,,$5466.00,10,1.0,1.0,1.0,0.6666666666666666,1.0,0.6,1.0,0.8,1.0,0,0.0,0.08561486750841141,0.0,0.0,0.0,False,metrics-generated,NETFLIX_2017_10K,True
"We need to calculate a reasonable approximation (or exact number if possible) of a financial metric. Basing your judgment by information plainly provided in the statement of income, what is Nike's three year average of cost of goods sold as a % of revenue from FY2016 to FY2018? Answer in units of percents and round to one decimal place.",,55.1%,10,1.0,1.0,1.0,0.6666666666666666,1.0,0.6,1.0,0.7,1.0,0,0.0,0.15857625007629395,0.0,0.0,0.0,False,metrics-generated,NIKE_2018_10K,True
"According to the details clearly outlined within the balance sheet, how much total current assets did Nike have at the end of FY2019? Answer in USD millions.",,$16525.00,10,1.0,1.0,1.0,0.6666666666666666,1.0,0.6,1.0,0.6,1.0,0,0.0,0.1038389578461647,0.0,0.0,0.0,False,metrics-generated,NIKE_2019_10K,True
"When primarily referencing the income statement and the statement of financial position, what is the FY2021 inventory turnover ratio for Nike? Inventory turnover ratio is defined as: (FY2021 COGS) / (average inventory between FY2020 and FY2021). Round your answer to two decimal places.",,3.46,10,0.0,0.0,0.5,0.6666666666666666,0.5,0.6,1.0,0.6,0.3055555555555556,0,0.0,0.1276591718196869,0.0,0.0,0.0,False,metrics-generated,NIKE_2021_10K,True
"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for Nike in FY2023?",,"Among the three, cash flow from operations was the highest for Nike in FY2023.",10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.16666666666666666,0,0.0,0.08624729514122009,0.0,0.0,0.0,False,domain-relevant,NIKE_2023_10K,True
"Does Paypal have positive working capital based on FY2022 data? If working capital is not a useful or relevant metric for this company, then please state that and explain why.",,Yes. Paypal has a positive working capital of $ 1.6Bn as of FY2022 end.,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.01868935488164425,0.0,0.0,0.0,False,domain-relevant,PAYPAL_2022_10K,True
What is the FY2021 capital expenditure amount (in USD billions) for PepsiCo? Respond to the question by assuming the perspective of an investment analyst who can only use the details shown within the statement of cash flows.,,$4.60,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.12982730567455292,0.0,0.0,0.0,False,metrics-generated,PEPSICO_2021_10K,False
What are the geographies that Pepsico primarily operates in as of FY2022?,,"As of FY2022, Pepsico primarily operates in the following geographies: North America, Latin America, Europe, Africa, Middle East, South Asia, Asia Pacific, Australia, New Zealand and China.",10,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.05,0,0.0,-0.03148287907242775,0.0,0.0,0.0,False,domain-relevant,PEPSICO_2022_10K,False
Has Pepsico reported any materially important ongoing legal battles from FY2022 and FY2021?,,"No, Pepsico is not involved in material legal battles.",10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1111111111111111,0,0.0,0.05589250847697258,0.0,0.0,0.0,False,domain-relevant,PEPSICO_2022_10K,False
What is the quantity of restructuring costs directly outlined in Pepsico's income statements for FY2022? If restructuring costs are not explicitly outlined then state 0.,,Pepsico's restructuring costs in FY2022 amounted to $411 million .,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.022701511159539223,0.0,0.0,0.0,False,domain-relevant,PEPSICO_2022_10K,False
What is the FY2022 unadjusted EBITDA less capex for PepsiCo? Define unadjusted EBITDA as unadjusted operating income + depreciation and amortization [from cash flow statement]. Answer in USD millions. Respond to the question by assuming the perspective of an investment analyst who can only use the details shown within the statement of cash flows and the income statement.,,$9068.00,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.11939570307731628,0.0,0.0,0.0,False,metrics-generated,PEPSICO_2022_10K,False
What is the FY2022 unadjusted EBITDA % margin for PepsiCo? Calculate unadjusted EBITDA using unadjusted operating income and D&A (from cash flow statement). Give a response to the question by relying on the details shown in the statement of cash flows and the P&L statement.,,16.5%,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.15166175365447998,0.0,0.0,0.0,False,metrics-generated,PEPSICO_2022_10K,False
"At the Pepsico AGM held on May 3, 2023, what was the outcome of the shareholder vote on the shareholder proposal for a congruency report by Pepsico on net-zero emissions policies?",,The shareholder proposal for a congruency report by Pepsico on net-zero emissions policies was defeated.,10,0.0,0.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,0.3333333333333333,0,0.0,0.09328258782625198,0.0,0.0,0.0,False,novel-generated,PEPSICO_2023_8K_dated-2023-05-05,False
"By how much did Pepsico increase its unsecured five year revolving credit agreement on May 26, 2023?",,"$400,000,000 increase.",10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1341647058725357,0.0,0.0,0.0,False,novel-generated,PEPSICO_2023_8K_dated-2023-05-30,False
"As of May 26, 2023, what is the total amount Pepsico may borrow under its unsecured revolving credit agreements?",,"Total amount Pepsico may borrow under unsecured revolving credit agreements = $8,400,000,000.",10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.061541467905044556,0.0,0.0,0.0,False,novel-generated,PEPSICO_2023_8K_dated-2023-05-30,False
"As of FY2023Q1, why did Pepsico raise full year guidance for FY2023?",,Pepsico experienced a strong start to FY2023.,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.16662706434726715,0.0,0.0,0.0,False,novel-generated,PEPSICO_2023Q1_EARNINGS,True
"As of FY2023Q1, by how many percentage points did Pepsico raise full year guidance in respect of core constant currency EPS growth?",,Pepsico raised full year guidance in respect of core constant currency EPS growth by 1 percentage point.,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08246655762195587,0.0,0.0,0.0,False,novel-generated,PEPSICO_2023Q1_EARNINGS,True
Did Pfizer grow its PPNE between FY20 and FY21?,,"Yes, change in PPNE was positive year over year",10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.08651712536811829,0.0,0.0,0.0,False,novel-generated,PFIZER_2021_10K,True
Were there any potential events that are not in Pfizer's standard business operations that substantially increased net income in 2019?,,"Yes, the gain on completion of Consumer Healthcare JV Transaction",10,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.1,0.25,0,0.0,0.19432957470417023,0.0,0.0,0.0,False,novel-generated,PFIZER_2021_10K,True
What are three main companies acquired by Pfizer mentioned in this 10K report?,,"Trillium, Array, and Therachon",10,0.5,1.0,0.5,0.3333333333333333,0.5,0.2,0.5,0.1,0.5,0,0.0,0.03511882573366165,0.0,0.0,0.0,False,novel-generated,PFIZER_2021_10K,True
How much does Pfizer expect to pay to spin off Upjohn in the future in USD million?,,77.78,10,1.0,1.0,1.0,0.6666666666666666,1.0,0.6,1.0,0.5,1.0,0,0.0,0.1726059913635254,0.0,0.0,0.0,False,novel-generated,Pfizer_2023Q2_10Q,True
"For Pfizer, which geographic region had the biggest drop in Q22023 year over year revenues (on a percentage basis)?",,Developed Rest of the World,10,1.0,1.0,1.0,0.3333333333333333,1.0,0.4,1.0,0.2,1.0,0,0.0,-0.0008030766621232033,0.0,0.0,0.0,False,novel-generated,Pfizer_2023Q2_10Q,True
"As of Q2'2023, is Pfizer spinning off any large business segments?",,"Yes, it's spinning off Upjohn.",10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.12981680035591125,0.0,0.0,0.0,False,novel-generated,Pfizer_2023Q2_10Q,True
Which debt securities are registered to trade on a national securities exchange under Ulta Beauty's name as of FY2023?,,There are none,10,1.0,1.0,1.0,0.6666666666666666,1.0,0.4,1.0,0.2,1.0,0,0.0,0.18328897655010223,0.0,0.0,0.0,False,domain-relevant,ULTABEAUTY_2023_10K,True
What are major acquisitions that Ulta Beauty has done in FY2023 and FY2022?,,Ulta Beauty did not make any acquisitions in FY2023 and FY2022.,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.046208035200834274,0.0,0.0,0.0,False,domain-relevant,ULTABEAUTY_2023_10K,True
What drove the reduction in SG&A expense as a percent of net sales in FY2023?,,"Lower marketing expenses and leverage of incentive compensation due to higher sales. The answer here assumes FY2023 refers to the 12 months ended on January 28, 2023 (although the company refers to this period as its fiscal 2022.",10,0.0,0.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.2,0.5,0,0.0,0.1667209416627884,0.0,0.0,0.0,False,novel-generated,ULTABEAUTY_2023Q4_EARNINGS,True
What drove the increase in Ulta Beauty's merchandise inventories balance at end of FY2023?,,"Increase in Merchandise inventories balance was driven by the opening of 47 new stores. The answer here assumes FY2023 refers to the 12 months ended on January 28, 2023 (although the company refers to this period as its fiscal 2022.",10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.125,0,0.0,0.1075238585472107,0.0,0.0,0.0,False,novel-generated,ULTABEAUTY_2023Q4_EARNINGS,True
What percent of Ulta Beauty's total spend on stock repurchases for FY 2023 occurred in Q4 of FY2023?,,"36%. The answer here assumes FY2023 refers to the 12 months ended on January 28, 2023 (although the company refers to this period as its fiscal 2022.",10,1.0,1.0,1.0,0.6666666666666666,1.0,0.4,1.0,0.3,1.0,0,0.0,0.09939063340425491,0.0,0.0,0.0,False,novel-generated,ULTABEAUTY_2023Q4_EARNINGS,True
Did Ulta Beauty's wages expense as a percent of net sales increase or decrease in FY2023?,,"Wages expense as a percent of net sales increased in FY2023. The answer here assumes FY2023 refers to the 12 months ended on January 28, 2023 (although the company refers to this period as its fiscal 2022.",10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.07263913750648499,0.0,0.0,0.0,False,novel-generated,ULTABEAUTY_2023Q4_EARNINGS,True
"Among all of the derivative instruments that Verizon used to manage the exposure to fluctuations of foreign currencies exchange rates or interest rates, which one had the highest notional value in FY 2021?",,"Cross currency swaps. Its notional value was $32,502 million.",10,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,1.0,0.7,1.0,0,0.0,0.040105320513248444,0.0,0.0,0.0,False,novel-generated,VERIZON_2021_10K,True
"As of FY 2021, how much did Verizon expect to pay for its retirees in 2024?",,"The estimated pension benefits were $1097 million, and the estimated health care and life insurance benefits were $862 million.",10,0.5,1.0,0.5,0.3333333333333333,1.0,0.4,1.0,0.2,0.625,0,0.0,-0.05258015915751457,0.0,0.0,0.0,False,novel-generated,VERIZON_2021_10K,True
"Does Verizon have a reasonably healthy liquidity profile based on its quick ratio for FY 2022? If the quick ratio is not relevant to measure liquidity, please state that and explain why.",,No. The quick ratio was approximately 0.54 for Verizon. It indicated that Verizon does not have a healthy liquidity profile.,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.03851533681154251,0.0,0.0,0.0,False,domain-relevant,VERIZON_2022_10K,True
Is Verizon a capital intensive business based on FY 2022 data?,,"Yes. Verizon's capital intensity ratio was approximately 2.774729. This means that it took approximately $2.77 of assets to generate $1 of revenue and thus, Verizon can be considered capital intensive.",10,0.0,0.0,0.5,0.3333333333333333,0.5,0.6,0.5,0.5,0.25,0,0.0,0.04500355198979378,0.0,0.0,0.0,False,domain-relevant,VERIZON_2022_10K,True
Has Verizon increased its debt on balance sheet between 2022 and the 2021 fiscal period?,,No. Verizon's debt decreased by $229 million.,10,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.1,0.25,0,0.0,0.06806550920009613,0.0,0.0,0.0,False,domain-relevant,VERIZON_2022_10K,True
What is FY2018 days payable outstanding (DPO) for Walmart? DPO is defined as: 365 * (average accounts payable between FY2017 and FY2018) / (FY2018 COGS + change in inventory between FY2017 and FY2018). Round your answer to two decimal places. Please base your judgments on the information provided primarily in the statement of financial position and the P&L statement.,,42.69,10,0.5,1.0,0.5,0.6666666666666666,0.5,0.6,1.0,0.4,0.5625,0,0.0,0.17877249419689178,0.0,0.0,0.0,False,metrics-generated,WALMART_2018_10K,True
"Based on the information provided primarily in the statement of income, what is the FY2018 - FY2019 change in unadjusted operating income % margin for Walmart? Answer in units of percents and round to one decimal place.",,0.2%,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.14517246186733246,0.0,0.0,0.0,False,metrics-generated,WALMART_2019_10K,True
What is the FY2018 - FY2020 3 year average unadjusted EBITDA % margin for Walmart? Define unadjusted EBITDA as unadjusted operating income + depreciation and amortization from the cash flow statement. Answer in units of percents and round to one decimal place. Calculate what was asked by utilizing the line items clearly shown in the P&L statement and the cash flow statement.,,6.2%,10,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0625,0,0.0,0.11214397102594376,0.0,0.0,0.0,False,metrics-generated,WALMART_2020_10K,True
